path,corrupted,duplicate,near_duplicate,blurry,blur_score,action
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_301_augmented_image_708.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_1618_augmented_image_747.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_473_augmented_image_758.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_2266_augmented_image_718.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_1249_augmented_image_874.jpg,False,False,False,False,34.9006537547603,kept
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_1178_augmented_image_933.jpg,False,False,False,False,4345.80873153376,kept
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_3500_augmented_image_697.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_3866_augmented_image_696.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_145_IMG_20230805_171716.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_238_IMG_20230811_165441.jpg,False,False,False,True,17.27967480100753,flagged
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_1897_augmented_image_539.jpg,False,False,False,False,6652.063052536947,kept
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_5027_IMG_20230923_105859.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_4153_20230818_114803.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_3189_augmented_image_933.jpg,False,False,True,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_3629_augmented_image_577.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_1044_augmented_image_275.jpg,False,False,False,False,54.11256425484527,kept
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_156_IMG_20230805_183733.jpg,False,False,False,False,60.31323742886836,kept
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_5225_IMG_20230923_111117.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_4907_IMG_20230814_180707.jpg,False,True,False,False,,removed
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_69_IMG_20230805_171632.jpg,False,False,False,False,31.28964458911428,kept
/content/water_hyacinth_project/dataset/classification/water_hyacinth/_1366_augmented_image_510.jpg,False,True,False,False,,removed
